LA_E_2834763,-0.353785
LA_E_8877452,-0.363231
LA_E_6828287,-0.360809
LA_E_6977360,-0.359708
LA_E_5932896,-0.362470
LA_E_5849185,0.331752
LA_E_6163791,-0.355352
LA_E_4581379,0.346685
LA_E_8814547,-0.356045
LA_E_9157999,-0.313096
LA_E_1611480,-0.357692
LA_E_6841754,-0.354877
LA_E_1781840,-0.359478
LA_E_8872199,-0.353091
LA_E_1837629,-0.344554
LA_E_6314733,0.354987
LA_E_8469141,-0.358577
LA_E_3379393,0.353264
LA_E_7783830,-0.363178
LA_E_8339197,-0.351540
LA_E_9472752,-0.362413
LA_E_1425990,-0.341933
LA_E_9088738,0.343922
LA_E_2520601,-0.357471
LA_E_2355000,-0.355548
LA_E_7535126,-0.343991
LA_E_2394352,-0.342946
LA_E_5884357,-0.357455
LA_E_8787897,-0.357907
LA_E_3125426,-0.350881
LA_E_6320499,-0.355106
LA_E_8617121,0.352947
LA_E_2608310,-0.368395
LA_E_7203940,-0.356828
LA_E_8868279,-0.363509
LA_E_7462445,-0.358250
LA_E_8844552,-0.370341
LA_E_9120891,-0.347805
LA_E_2634822,-0.348462
LA_E_3757378,0.348384
LA_E_4550461,-0.351408
LA_E_4920751,-0.337311
LA_E_9817776,-0.353095
LA_E_4557471,-0.374233
LA_E_1070406,-0.369309
LA_E_3003752,0.347696
LA_E_8806575,-0.342762
LA_E_2417530,-0.356149
LA_E_5323454,0.333399
LA_E_2947508,-0.359743
LA_E_8469160,-0.352677
LA_E_1027220,-0.099039
LA_E_9328266,-0.330433
LA_E_3820322,-0.353910
LA_E_4751686,-0.355886
LA_E_7655544,-0.359320
LA_E_8925219,-0.358237
LA_E_8110643,-0.363343
LA_E_2775552,-0.367841
LA_E_9276097,-0.361815
LA_E_5246322,-0.364554
LA_E_6092883,-0.373253
LA_E_7355163,-0.358592
LA_E_9804952,-0.354512
LA_E_2985346,-0.359050
LA_E_8285179,-0.355746
LA_E_5118048,-0.337509
LA_E_4430413,-0.360262
LA_E_3558965,-0.357482
LA_E_4732931,-0.358284
LA_E_4757272,0.362721
LA_E_8992946,-0.349045
LA_E_8155315,-0.359109
LA_E_2143322,-0.349180
LA_E_9382115,-0.331013
LA_E_4641783,0.272167
LA_E_5210371,-0.347920
LA_E_1746654,-0.358780
LA_E_7824929,-0.355248
LA_E_8816717,-0.356242
LA_E_3746504,-0.349108
LA_E_8463157,-0.351890
LA_E_7642353,-0.354453
LA_E_5157926,-0.366306
LA_E_8979583,-0.359124
LA_E_2665242,-0.353812
LA_E_6154503,0.330887
LA_E_1395552,0.348719
LA_E_9500557,-0.343830
LA_E_5194826,0.011427
LA_E_1424685,-0.359692
LA_E_6624193,0.371805
LA_E_5871315,0.370091
LA_E_3378367,-0.361251
LA_E_9853957,-0.359635
LA_E_4988348,-0.357161
LA_E_2161075,0.342473
LA_E_3750625,-0.364036
LA_E_4850719,-0.361535
LA_E_8562955,-0.358426
LA_E_9989698,-0.345221
LA_E_5291521,-0.365202
LA_E_6816952,-0.354742
LA_E_4282641,-0.362271
LA_E_9944556,-0.379249
LA_E_8767294,0.283560
LA_E_8534064,-0.363677
LA_E_1144382,-0.342153
LA_E_8697552,-0.358382
LA_E_4770782,-0.359799
LA_E_7779557,-0.360424
LA_E_2268693,-0.359679
LA_E_9140267,-0.352347
LA_E_9528968,0.358718
LA_E_2323050,-0.058114
LA_E_4735828,-0.358377
LA_E_3424730,-0.362676
LA_E_8536145,-0.356386
LA_E_2278532,-0.364050
LA_E_1223847,0.356415
LA_E_5783993,0.352006
LA_E_8450317,-0.359872
LA_E_2407835,-0.355125
LA_E_1249312,-0.349213
LA_E_4692719,-0.364170
LA_E_2402721,-0.350933
LA_E_1235824,0.349988
LA_E_8579433,-0.357865
LA_E_7411665,-0.342550
LA_E_1890704,-0.356913
LA_E_1148952,-0.355908
LA_E_9577092,-0.354624
LA_E_1255269,-0.339468
LA_E_9129430,-0.363849
LA_E_5015729,-0.311388
LA_E_9210968,-0.357522
LA_E_1528017,-0.360728
LA_E_9237057,-0.343269
LA_E_9979372,-0.355432
LA_E_2440860,-0.341035
LA_E_8739004,0.359640
LA_E_3476113,-0.358962
LA_E_1970710,-0.368902
LA_E_2120378,-0.357377
LA_E_7546380,-0.357521
LA_E_2851478,-0.326652
LA_E_6932495,-0.329045
LA_E_2492808,-0.362496
LA_E_6427721,-0.350263
LA_E_3231034,-0.350298
LA_E_4716734,0.356839
LA_E_6237111,-0.361821
LA_E_3379472,0.354815
LA_E_7125272,-0.356224
LA_E_2309675,-0.358965
LA_E_9588641,-0.360997
LA_E_8080518,-0.351897
LA_E_1350979,0.349056
LA_E_9617894,0.344307
LA_E_5313973,0.357463
LA_E_3581504,-0.359360
LA_E_3455289,-0.342182
LA_E_1649104,-0.358757
LA_E_2087660,-0.360918
LA_E_1047198,0.351002
LA_E_1025210,0.345026
LA_E_5432558,0.361754
LA_E_4215166,-0.347234
LA_E_2139475,-0.355837
LA_E_7026040,-0.359233
LA_E_6262749,-0.356882
LA_E_2590897,-0.362876
LA_E_8382407,-0.357258
LA_E_7503879,-0.366329
LA_E_9070743,-0.348719
LA_E_4574855,-0.362163
LA_E_4123417,-0.350562
LA_E_1671953,0.279919
LA_E_7205247,0.344237
LA_E_3521946,0.337893
LA_E_8063353,-0.363570
LA_E_2213516,-0.358986
LA_E_5275370,-0.358076
LA_E_8133176,-0.349097
LA_E_7844518,-0.361174
LA_E_6752855,-0.351564
LA_E_9155671,-0.358740
LA_E_4402351,0.357902
LA_E_5655772,0.353167
LA_E_6437039,-0.350436
LA_E_1377556,-0.354662
LA_E_7033851,-0.357584
LA_E_1859663,-0.356906
LA_E_7436651,-0.348471
LA_E_6276798,-0.349990
LA_E_1911910,0.346971
LA_E_9578227,0.354105
LA_E_4664103,-0.363968
LA_E_8265904,-0.334460
LA_E_3127221,-0.354140
LA_E_8502490,-0.355343
LA_E_6605148,-0.360773
LA_E_9214577,0.362483
LA_E_3668701,-0.355931
LA_E_6227735,-0.358970
LA_E_8887423,-0.358849
LA_E_6913896,-0.358413
LA_E_1627339,-0.341584
LA_E_6494857,-0.347546
LA_E_7245357,0.358425
LA_E_8330194,-0.357655
LA_E_4707940,-0.357366
LA_E_3593479,0.358430
LA_E_4683238,-0.362598
LA_E_9169246,-0.362625
LA_E_9723884,-0.360459
LA_E_5916365,-0.338145
LA_E_8025898,-0.341429
LA_E_5695985,-0.364657
LA_E_4319542,-0.361463
LA_E_9817821,-0.363433
LA_E_7927400,-0.355696
LA_E_2021637,-0.362109
LA_E_5603273,-0.359089
LA_E_5731575,-0.371338
LA_E_3658262,0.373379
LA_E_1771542,-0.360373
LA_E_4620575,0.347861
LA_E_1311985,0.350085
LA_E_3799235,-0.362067
LA_E_2248768,-0.354907
LA_E_8158151,-0.361664
LA_E_7283330,-0.349467
LA_E_6941948,-0.342978
LA_E_6612187,-0.298784
LA_E_9812574,-0.359251
LA_E_1982531,-0.365134
LA_E_3757017,-0.355717
LA_E_4635996,-0.313040
LA_E_9683426,0.356426
LA_E_8142595,-0.351186
LA_E_7684855,0.352640
LA_E_4984975,-0.363639
LA_E_1514361,0.345138
LA_E_9865623,-0.353469
LA_E_5289379,-0.363940
LA_E_9755088,-0.365214
LA_E_3243965,-0.361156
LA_E_5096098,-0.378763
LA_E_6085100,-0.364096
LA_E_3842195,-0.364095
LA_E_9712280,-0.354365
LA_E_8317440,-0.351944
LA_E_8725705,-0.365356
LA_E_9410564,-0.357629
